name,sales_group,address,customer_account
PENTA Industrial Corporation,JHF,"10123 Corporate Square Dr.
St. Louis, MO 63132",C036856
Penzel Construction,JHF,"325 West Jackson Blvd.
Jackson, MO 63755",C018759
Peoples Gas Light & Coke Co,MDC,"230 County Road 2800N 
Manlove Field Service Center
Fisher, IL 61843",C009801
Peoria City/County Health Dept,MDC,"2116 North Sheridan Road
Peoria, IL 61604",C009802
Pepco,DRH,"1615 Robertson Rd 
P.O. Box 457
Moberly, MO 65270",C009803
Pepsi Cola General Bottling,JAG,"P. O. Box P
Columbia, MO 65205",C009804
Pepsi Mid America,RDP,"2605 W. Main 
P. O. Box 1070
Marion, IL 62959",C009805
Pepsico Financial Services,JHF,"NASS Accounts Payable
PO Box 1800
Winston Salem, NC 27105",C009806
Pepsico Financial Services,JHF,"PepsiCo NASS Accounts Payble
PO Box 1800
Winston Salem, NC 27105",C009807
Pepsi-Cola Company,MRH,"One Union 70 Center Drive
St. Louis, MO 63120",C009808
Percy's Optical Plastics,NCB,"450 Business Park Road
Linn Creek, MO 65052",C009809
Perennial Energy,JMF,"1375 County Road 8690
West Plains, MO 65775",C009810
Perfect Touch Limousine,JHF,"1939 Wentzville Pkwy
Ste 339
Wentzville, MO 63385",C009811
Perfection Machine And,JHF,"Manufacturing Incorporated 
11841 Adie Road
Maryland Hts., MO 63043",C009812
Perfection Servo Hydraulics,JHF,"1290 Lyon Road
Batavia, IL 60510",C009813
Performance Boat Center,JHF,"1650 Yacht Club Drive
Osage Beach, MO 65065",C022407
Performance Boiler & Mechanical,JMF,"1009 N. Bittersweet Court
Nixa, MO 65714",C024226
Performance By Joe,JHF,"3443 Hampton Avenue
Saint Louis, MO 63139",C018190
Performance Motorsports System,JHF,"1350 Peterson Industrial Dr
Greenville, IL 62246",C009814
Performance Porting Service,MDC,"3405 Fitzgerald Road
Decatur, IL 62521",C009815
Performance Powder Coating,MRH,"8838 Frost Ave
St. Louis, MO 63134",C009816
Performance Surfaces Group,JHF,"3627 Flora Blvd.
St. Louis, MO 63110",C009817
Performance Tire And Muffler,JHF,"508 N. Highway 19
Montgomery City, MO 63361",C009818
"Performance Tool, Llc",DRH,"2011 Highway Dd
Moberly, MO 65270",C009819
Perkins Contracting Co.,SDH,"3126 Cliff Dr
Arnold, MO 63010",C009820
Perkins Electrical Service,LRH,"819 Bus. Hwy. 61 North
Bowling Green, MO 63334",C009821
Perkins Sales Inc,JDC,"3900 County Rd 609
Bernie, MO 63822",C009822
Perma Graphics,JHF,"Division Of Perma Greetings 
2470 Schuetz Road
Maryland Hts., MO 63043",C009823
Perma Jack Company,DMG,"4173 Hoffmeister Ave
St Louis, MO 63125",C009824
Permacel,JHF,"1218 Central Industrial Drive
St. Louis, MO 63110",C009825
Permacel St. Louis Inc.,JHF,"Attn:  Accounts Payable 
8485 Prospect Avenue
Kansas City, MO 64132",C009826
Permalok Corporation,MRH,"472 Paul Ave.
St. Louis, MO 63135",C009827
Permian Plastics,MRH,"1477 Hoff Industrial
O'Fallon, MO 63366",C009828
Permobil Seating & Positioning,MTL,"100 North Florida Avenue
Belleville, IL 62221",C010930
Permobil Seating & Positioning,MTL,"1501 South 74th Street
Belleville, IL 62223",C010931
Perry County Construction,RDP,"P.O. Box 396
Herrin, IL 62948",C009829
Perry Cummins,JHF,"810 S 260Th St
Pittsburg, KS 66762",C009830
Perry Enterprises Inc,JDC,"87 Spruce St.
Murray, KY 42071",C009831
Perry Feed And Fertilizer,DRH,"115 W Old Hwy 24
Timewell, IL 62375",C009832
Perry Legend Collision-COD,JAG,"3101 Lemone Industrial Blvd
Columbia, MO 65201",C009833
Perry Machine And Die,DRH,"27124 Hwy J 
P.O. Box 270
Perry, MO 63462",C009834
Perry Nissan Inc,JAG,"1500 N. Garth
Columbia, MO 65203",C009835
Perry Steelman,JHF,"3221 Smiley Road
Bridgeton, MO 63044",C037691
Perryville Stave Company,TNC,"510 Dowling Drive
Perryville, MO 63775",C009836
Pertech LLC,JAG,"51 North Rangeline Road
Columbia, MO 65201",C014281
Perten Instruments,MJA,"3200 Robbins Road
Suite #100A
Springfield, IL 62704",C009837
Pet All Mfg,JHF,"971 Division Street
Adrian, MI 49221",C009838
Pet Incorporated,JHF,"400 South Fourth
St. Louis, MO 63102",C009839
Pet O'Fallon LLC,MTL,"610 East State Street
O'Fallon, IL 62269",C009840
Pet Wellness Center,RDP,"8257 Express Drive
Marion, IL 62959",C009841
Petco Petrolium,JHF,"Rural Route 2 
Attn: Donnie
St. Elmo, IL 62458",C009842
Pete Stillsmokey,JHF,"402 N. 3rd Street
Hanna City, IL 61536",C017047
Peterbilt Of Springfield,JDC,"443 Western Drive
Sikeston, MO 63801",C009843
Peterbilt Of St. Louis,JHF,"2350 Sauget Industrial Parkway
Centerville, IL 62206",C009844
Peterbilt of Willow Springs,JHF,"713 Hill Street
Willow Springs, MO 65793",C025991
Peters Eichler Heating Company,JHF,"3115 Sutton
St. Louis, MO 63143",C009845
Peters Heating & Air Cond,JHF,"4520 Broadway St
Quincy, IL 62305",C009846
Peters Heating & Cooling,JHF,"4560 Paris Gravel Road
Hannibal, MO 63401",C009847
"Peter's Orchard, Inc",JHF,"1400 Washington Street
Waverly, MO 64096",C009848
Peters Supply Company,TNC,"313 First Street
Marble Hill, MO 63764",C009849
Petersburg Poultry Processing,JHF,"1215 Clary St.
Petersburg, IL 62675",C019151
Peters-Eichler Mechanical Inc.,JHF,"3115 Sutton Boulevard
Saint Louis, MO 63143",C029387
Peterson Gravel & Ready Mix,NCB,"8727 Outer Road 
P.O. Box #409
Mountain Grove, MO 65711",C009850
Peterson Manufacturing Company,JHF,"4200 East 135 Street
Grandview, MO 64030",C030772
Peterson Oil,JHF,"200 West Euclid
Sullivan, MO 63080",C009851
Peterson Spring,JHF,"21200 Telegraph Road 
Attn:  Accts. Payable
Southfield, MI 48033",C009852
Peterson Spring,MJA,"1375 Peterson Industrial Dr
Greenville, IL 62246",C009853
Petra Color,SDH,"P.O. Box 356
Dupo, IL 62239",C009854
"Petra Industries, Inc.",MTL,"6400 Collinsville Rd
Fairmont City, IL 62201",C009855
"Petra Industries, Inc.",JHF,"P.O. Box 121
Collinsville, IL 62234",C009856
Petro Lube #018,JAG,"3304 Gold Road
Kingdom City, MO 65262",C009857
Petroff Trucking,JHF,"P.O. Box #838
Collinsville, IL 62234",C009858
Petroff Trucking,JHF,"3469 State Rte. #111
Granite City, IL 62040",C009859
Petroleum Fuel & Terminal Co.,JHF,"Foot Of Mullanphy Street
St. Louis, MO 63102",C009860
Petropolis Inc.,JHF,"16830 Chesterfield Airport Road
Chesterfield, MO 63005",C009861
Petro-Probe Investigations,JHF,"54 Savannah Hill Dr
Saint Peters, MO 63376",C009862
Pettis County Road And Bridge,JHF,"2208 West Main
Sedalia, MO 65301",C009863
"Pfes, Llc",JHF,"800 Hillgrove Avenue
Western Springs, IL 60558",C009864
"Pfes, Llc",JHF,"Ameren Missouri - Callaway Energy 
Jct. Hwy. Cc & Hwy. O
Fulton, MO 65251",C009865
Pfizer,JHF,"700 Chesterfield Parkway
Chesterfield, MO 63198",C009866
Pfizer Inc.,JHF,"875 Chesterfield Parkway
Chesterfield, MO 63017",C031160
Pfizer Incorporated,JHF,"North American Shared Services 
P.O. Box 341825
Memphis, TN 38184",C009867
"Pfizer, Inc.",MJA,"Global Manufacturing 
East Lincoln Road 
P.O. Box 221
White Hall, IL 62092",C009868
"Pfizer, Inc.",JHF,"P. O. Box 34600
Memphis, TN 38184",C009869
Pgs,TNC,"501 Parkway Drive
Desloge, MO 63601",C009870
Pharmacia,JHF,"700 Chesterfield Parkway West
Chesterfield, MO 63017",C009871
"Pharma-Tech  Industries, Inc.",AJA,"1310 Stylemaster Drive
Union, MO 63084",C009872
Pharmerica,JHF,"3409 Hollenberg Court
Bridgeton, MO 63044",C009873
PharMerica,JHF,"105 Arc Drive
Saint Louis, MO 63146",C022791
Pharmerica Corp.,JHF,"Facility 933 
P.O. Box 30736
Tampa, FL 33630",C009874
Phase Ii Machine Shop,JHF,"10327 Watson Road
Saint Louis, MO 63127",C009875
Phelps Excavating,JHF,"6197 Old Alton Edwardsville Rd
Edwardsville, IL 62025",C009877
Phelps Health,JAG,"1000 W 10th Street
Rolla, MO 65401",C009876
Phibro Animal Health Corp,DRH,"221 Prince Agri Way
Quincy, IL 62305",C010253
Phibro Animal Health Corp,DRH,"221 Prince Agri Way
Quincy, IL 62305",C010254
Phil Abbacchi,JHF,"526 Averill Street
St. Louis, MO 63135",C009878
Phil Brown,JHF,"Route 3
Box 151
Carrollton, IL 62016",C009879
Phil Johnston,JHF,"6331 Highway Y
Hillsboro, MO 63050",C009880
Phil Thoenen & Sons Cabinet,JHF,"251 Highway A
Bonnots Mill, MO 65016",C009881
Philip Brubaker,JHF,"R.R.3 Box 275
Memphis, MO 63555",C009882
Philip Gibson,JHF,"19081 Hwy 315
Sardis, MS 38666",C009883
Philip V. Schrock,JHF,"13114  E. St. Rt. 95
Cuba, IL 61427",C009884
Philippi-Hagenbuch,MDC,"7400 West Plank Road
Peoria, IL 61604",C009885
Philippi-Hagenbuch,MDC,"7424 West Plank Road
Peoria, IL 61604",C009886
Philips/Respironics,JHF,"2039 Concourse
St. Louis, MO 63146",C009887
Phillip Kiln Services,JHF,"P.O. Box 1108
Sioux City, IA 51102",C009888
Phillip Lee,JHF,"189 Surrey Drive
Troy, MO 63379",C009889
Phillip Samuels,JHF,"d/b/a UNIVERSAL SEWING
300 Eagles Nest Farm Road
Hawk Point, MO 63349",C021299
Phillip Vanbiljon,KFC,"2375 West Valley Drive
Hermann, MO 65041",C009890
Phillippe Auto Refinishing Inc,JAG,"603 Business Loop 70 East
Columbia, MO 65201",C009891
Phillips 66,JHF,"4635 Gravois
House Springs, MO 63051",C009893
Phillips 66,JHF,"690 Howdershell
Hazelwood, MO 63042",C009894
Phillips 66,JHF,"Store #7323 
7323 Lindbergh
Hazelwood, MO 63042",C009895
Phillips 66 - Hartford,MJA,"2300 South Delmar Ave
Hartford, IL 62048",C009892
Phillips 66 - Wood River,MJA,"900 South Central Avenue
Roxana, IL 62084",C009896
Phillips 66 Company,JHF,"P.O. Box 9000
Bartlesville, OK 74005",C009897
Phillips Truck Repair,JHF,"Hc 4 Box Ssc
Birch Tree, MO 65438",C009898
"Phoenix Contracting Unlimited,",JHF,"4410 Wagon Wheel
Roxana, IL 62087",C009899
Phoenix Customer Center,JHF,"3638 E Southern Ave. Suite 3
Phoenix, AZ 85040",C009900
Phoenix Decor,JHF,"1847 West Broadway Street
Bolivar, MO 65613",C033752
Phoenix Environmental,JHF,"P.O. Box 156
Wildwood, MO 63038",C009901
Phoenix International Freight,JHF,"4659 World Parkway Cir.
St. Louis, MO 63134",C009902
Phoenix Landscape Group,JHF,"3751 Pennridge Drive
Ste. 120
Bridgeton, MO 63044",C009903
Phoenix Manufacturing LLC,NCB,"26666 Von Holten Road
Cole Camp, MO 65325",C009904
Phoenix Manufacturing LLC,NCB,"P.O. Box J
Cole Camp, MO 65325",C009906
Phoenix Manufacturing LLC,JHF,"500 Industrial Drive
Glasgow, MO 65254",C015905
Phoenix Modular Elevator,RDP,"Phoenix Modular Elevator Inc.
912 S. 19th Street
Mt. Vernon, IL 62864",C015386
Photobooth Rentals,KFC,"381 Guin Rd
Nixa, MO 65714",C009907
Photos Unlimited,JHF,"111 Winnebago
Saint Louis, MO 63118",C009908
PIA Automation US Inc.,LAW,"5825 Old Boonville Highway
Evansville, IN 47715",C028464
Piab North America,JHF,"65 Sharp Street
Hingham, MA 02043",C009909
Piasa Cleaners,JHF,"520 West Delmar
Alton, IL 62002",C009910
Piasa Harbor Western Boats,JHF,"10815 Lockhaven Road
Godfrey, IL 62035",C009911
Piasa Two Branch Marina,JHF,"2021 Hwy. C
St. Charles, MO 63301",C009912
"Pic Plastics, Inc.",DMB,"2232 N. Garrison Ave
Carthage, MO 64836",C009913
Pic Supply,JAG,"2533 West Main 
P. O. Box 1706
Jefferson City, MO 65102",C009914
Pick N Pull,JHF,"7557 Hall Street
St. Louis, MO 63147",C009915
Picturesque Graphics,JHF,"3130 Chouteau
St. Louis, MO 63103",C009916
Pieces Breaking Service,JHF,"3225 Mango Drive
St. Charles, MO 63301",C009917
Piedmont Furnace And Ac,TNC,"105 East Fir St
Piedmont, MO 63957",C009918
Piedmont Mechanical,JHF,"116 John Dodd Road
Spartanburg, SC 29305",C015532
Pier St. Louis,JHF,"11050 Riverview Blvd.
St. Louis, MO 63138",C009919
Pier Tech Systems Llc,JHF,"17813 Edison Ave. Suite 103
Chesterfield, MO 63005",C009920
"Pierce Asphalt Products, Llc",JHF,"P. O. Box 457
Rolla, MO 65402",C009921
Pierce Chemical/Royal Bond,DMG,"1764 Chase Drive
Fenton, MO 63026",C009922
Pierce Chemical/Royal Bond,DMG,"4722 Bronze Way
Dallas, TX 75236",C009923
Pierce Construction Services,JHF,"1002 Main Suite 3
Mt. Vernon, IL 62864",C009924
Pierce Township,JHF,"1963 Bradford Road
Willow Springs, MO 65793",C030556
Pierre Laclede Center,JHF,"7733 Forsyth
Clayton, MO 63105",C009925
Pierson And Sons Trucks,JHF,"209 Booneslick Rd.
New Florence, MO 63363",C009926
Pigging Solutions,KFC,"1915 West Woodland Suite 132
Springfield, MO 65807",C009927
Pike Grain,JHF,"210 North 16Th 
P O Box 550
Louisiana, MO 63353",C009928
Pike Rental Center Inc,LRH,"1240 S Business 61
Bowling Green, MO 63334",C009929
Pilgrims Pride,JHF,"111 Industrial Drive 
South Hatchery - Dan Holmes
Mayfield, KY 42066",C009930
Pilgrims Processing Company,JHF,"2653 State Rt. 1241
Hickory, KY 42051",C009931
Pilot Freight Services,JHF,"9410 Aero Space Drive
St. Louis, MO 63134",C009932
Pilot Knob Rural Water Distric,TNC,"2622 Blomeier Rd
Farmington, MO 63640",C009933
Pinckneyville Hospital,JHF,"5383 State Route 154
Pickneyville, IL 62274",C020964
Pine Valley Water,JHF,"1429 Hanley Industrial Court
St. Louis, MO 63144",C009934
Pineview Woodworking,JHF,"41 East Cr Rd 200 North
Arthur, IL 61911",C009935
Pingel Exchange Service Corp.,SDH,"1185 Mason Circle
Pevely, MO 63070",C009936
Pinnacle Foods,SDH,"100 W Calumet St
Cake Plant
Centralia, IL 62801",C009937
Pinnacle Foods Group,SDH,"100 W. Calumet St.
Centralia, IL 62801",C009938
Pinnacle Foods Group Llc,LAW,"1000 Brewbaker Dr
Saint Elmo, IL 62458",C009939
Pinnacle Foods Group Llc,JHF,"121 Woodcrest Road 
Attn:  Accounts Payable
Cherry Hill, NJ 08003",C009940
Pinnacle Foods Group LLC,DRH,"2467 Henry Ladyn Drive
Ft. Madison, IA 52627",C009941
Pinnacle Press,JHF,"9800 Page Avenue
St. Louis, MO 63132",C009942
"Pinson Fluid Power, Llc",SDH,"389 NW 1051 Road
Centerview, MO 64019",C009943
Pioneer - Toscopetro,JHF,"Madison Ave
Gate 22
Roxana, IL 62084",C009944
Pioneer Dupont Agriculture,RDP,"And Nutrition 
R.R.#2
Box 69A
Dahlgren, IL 62828",C009945
Pioneer Hi Bred-Commercial And,JDC,"Parent Soybean Seed Facility 
11426 U.S. Highway 61 North
New Madrid, MO 63869",C009946
Pioneer Hi-Bred,JHF,"2745 Pine Street
Seward, NE 68434",C009947
Pioneer Hi-Bred,JHF,"Research Equipment 
14150 Carole Dr.
Bloomington, IL 61705",C009948
Pioneer Hi-Bred,MJA,"18259 West Frontage Road
Litchfield, IL 62056",C009949
Pioneer Hi-Bred Int. Belt,MDC,"28857 E. 200 North Road
Le Roy, IL 61752",C009950
Pioneer Hi-Bred Int'L Inc,JHF,"P.O. Box 257
Johnston, IA 50131",C009951
Pioneer Home Centers,JHF,"Highway 28 West 
P.O. Box 537
Owensville, MO 65066",C009952
Pioneer Industrial Corp,MDC,"1501 North 22Nd St.
Decatur, IL 62525",C009953
Pioneer Industrial Corp.,JHF,"Madison Avenue
Gate 22 
Warehouse 3 Conoco Phillips
Roxana, IL 62084",C009954
Pioneer Industrial Corp.,AJA,"400 Russell
St. Louis, MO 63104",C009955
Pioneer Molded Products,JHF,"5505 52Nd Street Se
Grand Rapids, MI 49512",C009956
Pioneer Supply Inc.,JHF,"P.O. Box 871295
Wasilla, AK 99687",C009957
Pioneer Truss Company,AJA,"1104 Hwy. 28 
P.O. Box 537
Owensville, MO 65066",C009958
"Pipco Companies, LTD",JHF,"1420 W. Altofer Drive
Peoria, IL 61615",C016632
"Pipe And Duct Systems, LLC",JHF,"2070 North Lark
Fenton, MO 63026",C009961
Pipe Fitters Local 562,JHF,"Health
Welfare & Education 
12385 Larilore Road
St. Louis, MO 63138",C009959
Pipe Fitters Training Center,JHF,"1084 Kenran Ind Blvd
St. Louis, MO 63137",C009960
Piramal Glass-USA Inc.,TNC,"1000 Taylor Ave
Park Hills, MO 63601",C009962
"Piramal Glass-USA, Inc",TNC,"P O Box 187
Park Hills, MO 63601",C009963
Pirtek Fenton,JHF,"316 Axminister Drive
Fenton, MO 63026",C015555
Pirtek Overland,JHF,"9425 Dielman Rock Island Ind. Dr.
St. Louis, MO 63132",C009964
Pirtle Custom Sound,JHF,"1300 South Florrisant Rd
ST. JOHN, MO 63121",C009965
Pisgah Coop Grain,JHF,"2538 State Highway 104
Jacksonville, IL 62650",C009966
Pit And Mine Industries Inc.,KFC,"P.O. Box 7082
Springfield, MO 65801",C009967
Pit Crew,JHF,"#1 Flower Valley Shopping Center
Florissant, MO 63033",C009968
Pitchford Elevator,JHF,"880 South Locust
Richview, IL 62877",C009969
Pitman Company,JHF,"225 Spring Lake Drive
Itasca, IL 60143",C009970
Pitney Bowes Gov'T Solutions,JHF,"13261 Corporate Exchange Dr.
Bridgeton, MO 63044",C009971
Pittmans Tree Service,JHF,"85 Desmet
Florissant, MO 63031",C009972
Pittsburg Fiberglass,RDP,"P. O. Box 147
Pittsburg, IL 62974",C009973
Pittsburgh Pipe,MJA,"11 Skyview Drive
Litchfield, IL 62056",C009974
Pittsburgh Pipe & Supply,JHF,"2351 Hampton Avenue
ST. LOUIS, MO 63139",C009976
Pivot Point Service,MDC,"10332 Revere Park Road
Clinton, IL 61727",C009977
PK Construction,JHF,"9300 Dielman Industrial
ST. LOUIS, MO 63132",C020367
Plainview Pallets,MDC,"17750 N. Turner Road
Lewistown, IL 61542",C009978
"Planes LPG Services, L.P.",JHF,"2673 240th Street
Ft. Madison, IA 52627",C021789
Planet Tool & Engineering,LRH,"315  S. Cool Springs Rd
O'Fallon, MO 63366",C009979
Planks Cabinet Shop,LAW,"1618 State Highway 133 
R.R.1 Box187: 2.25 Miles West Of Town
Arthur, IL 61911",C009980
Plant Maintenance Service,JHF,"#2 Ultraway Drive
Highland, IL 62249",C015463
Plastic Container Corp.,MDC,"540 Lasco Street
Brownsville, TN 38012",C009981
Plastic Container Corporation,MDC,"2508 North Oak Street
Urbana, IL 61802",C009982
Plastic Container Corporation,MDC,"P.O. Box 438
Champaign, IL 61824",C009983
Plastic Creations,JHF,"4640 Ironton Street
Denver, CO 80239",C009984
Plastic Designs Incorporated,JHF,"1330 South Vermillion
Paxton, IL 60957",C009985
Plastic Lumber Co. Of America,JHF,"8000 Hall Street 
Building 5
St. Louis, MO 63147",C009986
Plastic Packaging,JHF,"104 Lake Street 
P.O. Box 617
Garden City, MO 64747",C009987
Plastic Packaging,JHF,"750 S. 65Th Street
Kansas City, KS 66111",C009988
Plastics Engineering,JHF,"2731 Loker Ave West
Carlsbad, CA 92010",C009990
Plastics Molding Company,KMP,"4211 North Broadway
St. Louis, MO 63147",C009991
Plastipak Packaging,MDC,"3310 West Springfield
Champaign, IL 61822",C009992
Plastipak Packaging,JHF,"7359 Hazelwood Ave.
Hazelwood, MO 63042",C009993
Plastipak Packaging Inc,JHF,"Accounts Payable Dept. 
P.O. Box 701575
Plymouth, MI 48170",C009994
"Plateplus, Inc.",JHF,"266 Blair Bend Drive
Loudon, TN 37774",C002197
"Plateplus, Inc.",MTL,"333 Old Rock Road
Granite City, IL 62040",C002214
"Plateplus, Inc.",JHF,"4303 Kennedy Avenue
East Chicago, IN 46312",C002215
Plattin Creek Excavating,SDH,"555 East Outer 21 Rd.
Arnold, MO 63010",C009995
"Play-Mor Trailers, Inc.",JHF,"Hwy 63 South
Westphalia, MO 65085",C009996
"Playpower Lt Farmington, Inc.",TNC,"C/O Accounts Payable 
P.O. Box 897
Farmington, MO 63640",C009997
"Playpower Lt Farmington, Inc.",TNC,"One Iron Mountain Drive
Farmington, MO 63640",C009998
"PlayPower, Inc.",KFC,"878 East Us Hwy 60
Monett, MO 65708",C008583
"PlayPower, Inc.",KFC,"907 East County
Monett, MO 65708",C008584
Plaza Cleaners,JHF,"16520 Birch Forest Drive
Ballwin, MO 63011",C009999
Plaza Fleet Parts,JHF,"1520 S Broadway
St. Louis, MO 63104",C010000
Plaza Tire,JHF,"1036 West Pine
Poplar Bluff, MO 63901",C010001
Plaza Tire,JHF,"105 Baxter
Ballwin, MO 63011",C010002
Plaza Tire,TNC,"1319 West Saint Joseph St.
Perryville, MO 63775",C010003
Plaza Tire,JDC,"1634 North Kingshighway
Cape Girardeau, MO 63701",C010004
Plaza Tire,JHF,"17520 Chesterfield Airport Rd.
Chesterfield, MO 63005",C010005
Plaza Tire,LRH,"1935 East Terra
O'Fallon, MO 63366",C010006
Plaza Tire,LRH,"2498 West Clay
St. Charles, MO 63301",C010007
Plaza Tire,TNC,"920 S. Main
Piedmont, MO 63957",C010008
Plaza Tire #15 - Festus,SDH,"301 Festus Centre Drive
Festus, MO 63028",C010009
Plaza Tire #19,JHF,"5155 Hinkleville Road
Paducah, KY 42001",C010010
Plaza Tire #43,JDC,"420 Independence Ave
Kennett, MO 63857",C010011
Plaza Tire Service,JHF,"100 W. 4Th St.
Fulton, MO 65251",C010012
Plaza Tire Service,SDH,"301 Plaza Way
Arnold, MO 63010",C010013
Plaza Tire Service,RDP,"801 Walnut Street
Murphysboro, IL 62966",C010014
Plaza Tire Service,JAG,"806 Smiley Lane
Columbia, MO 65202",C010015
Plaza Tire Service,JHF,"1401 Missouri Boulevard
Jefferson City, MO 65109",C028922
Plaza Tire Service Inc.,JHF,"2311 Bishop Street
Rolla, MO 65401",C010016
"Plaza Tire Service, Inc.",JDC,"2075 Corporate Circle 
P. O. Box 2048
Cape Girardeau, MO 63702",C010017
"Plaza Tire Service, Inc.",JHF,"8625 Highway N
Lake St. Louis, MO 63367",C010018
Plaza Truck Service,MJA,"108 Historic Route 66
Litchfield, IL 62056",C010019
Plaza Truck Service,MJA,"1301 North University 
P. O. Box 498
Carlinville, IL 62626",C010020
Plaze Aeroscience,DSL,"2651 Warrenville Road
Suite 300
Downers Grove, IL 60515",C019207
Plaze Inc,DSL,"1000 Integram Dr
Pacific, MO 63069",C010021
Plaze Incorporated,DSL,"105 Bolte Lane
St. Clair, MO 63077",C010022
Plaze Incorporated,DSL,"105 Bolte Lane

ST. CLAIR, MO 63077",C010023
Pleus Cabinets,JAG,"9928 Big Meadows Road
Jefferson City, MO 65101",C020438
Plocher Construction,MTL,"2808 Thole-Plocher Road
Highland, IL 62249",C010024
Ploof Contractor,JHF,"2996 Clearview
ST. JOHN, MO 63121",C010025
Plumbers Pipefitters Training,JHF,"1084 Kenran
St. Louis, MO 63137",C010026
Plumbers Supply,JHF,"12012 Manchester Blvd.
St.Louis, MO 63131",C010027
Plumbers Supply Co.,MTL,"6700 Old Collinsville Road
O'Fallon, IL 62269",C010028
Pm Labels,JHF,"8112 Page Avenue
St. Louis, MO 63130",C010029
Pm Leach Painting Co.,JHF,"735 Merus Court
Fenton, MO 63026",C010030
PMB Incorporated,JDC,"14 County Road 465
Poplar Bluff, MO 63901",C010031
Pneumatic Service Integrators,JHF,"3016 North Lindbergh
St. Ann, MO 63074",C010032
Poage Auto Plaza,DRH,"4200 Broadway
Quincy, IL 62305",C010033
Poe's Rural And City Gas,JHF,"2025 Old Saint James Road
Rolla, MO 65401",C010034
Poet Biorefining,DRH,"30211 Major  Avenue
Macon, MO 63552",C010035
Poet Biorefining - Laddonia,JHF,"809 N. Pine Street
Laddonia, MO 63352",C010036
Poettker Construction,JHF,"380 South Germantown Road 
P.O. Box  207
Breese, IL 62230",C010037
Poggenpohl Ready Mix,JHF,"205 S South Street
Raymond, IL 62560",C015796
Pohl & King Monument Co. Inc.,JHF,"8868 North  Broadway
St. Louis, MO 63147",C010039
Pohlman Incorporated,NMM,"2316 Schuetz Rd.
ST. LOUIS, MO 63146",C010040
Pohlman LLC,NMM,"2316 Schuetz Road
Saint Louis, MO 63146",C019644
Polar Custom Trailers,JHF,"12810 County Rd 17
Holdingford, MN 56340",C010041
Polar Tank Trailer,KFC,"4825 East Kearney
Springfield, MO 65803",C010042
Poly Pneumatic,NCB,"4971 North Highway 5
Camdenton, MO 65020",C010043
Polyad Services LLC,JHF,"4285 Rider Trail North Suite 150
Earth City, MO 63045",C010044
Polyfab Plastics And Supply,KFC,"820 North Cedarbrook
Springfield, MO 65802",C010045
"Poly-Fab, Inc.",SDH,"P. O. Box 622
Arnold, MO 63010",C010046
Polymershapes,JHF,"12934 Hollenberg
Bridgeton, MO 63044",C011092
Polyone Distribution,JHF,"7275 Hazelwood Avenue
Hazelwood, MO 63042",C010053
PolySol LLC,TNC,"1611 Airpark Drive
Farmington, MO 63640",C023055
Poly-Tek LLC,JHF,"23370 Hidden Valley
Warrenton, MO 63383",C033281
Pomps Tire - Valley Park,JHF,"185 Outer Road W.
Valley Park, MO 63088",C036298
Pomps Tire Service Inc.,JHF,"12325 Renz Farm Road
Jefferson City, MO 65101",C035269
Pool Pros,JHF,"4709 Laguardia
Suite 180
St. Louis, MO 63134",C010054
Pool Specialists,JHF,"11766 Missouri Bottom Road
Hazelwood, MO 63042",C010055
Poole's Septic Systems,TNC,"11048 Kylie Dr. 
P. O. Box 239
Bonne Terre, MO 63628",C010056
Poplar Bluff Tool & Die,JDC,"266 Township Line Road
Poplar Bluff, MO 63901",C010057
Porcelain Refinishers,JHF,"P.O. Box 180
Bowie, MD 20719",C010058
Porite Jefferson Company,JAG,"1535 Fairgrounds Road
Jefferson City, MO 65109",C010059
Port Arrow Head,LRH,"2725 Veterans Memorial Parkway
Saint Charles, MO 63303",C010060
Port Arrowhead Marina,NCB,"3070 Bagnell Dam Blvd
Lake Ozark, MO 65049",C010061
Port Charles Harbor,JHF,"6247 Hwy V
St. Charles, MO 63301",C010062
Port Industries,LRH,"802 Industrial Drive
Palmyra, MO 63461",C010063
Porta King Building Systems,LRH,"1020 Industrial Park Drive
Montgomery City, MO 63361",C010064
Porta King Building Systems,LRH,"1040 Industrial Park Drive
Montgomery City, MO 63361",C010065
Porta King Building Systems,JHF,"4133 Shoreline Drive
Earth City, MO 63045",C010066
"Porta-Crete, Inc.",LRH,"P.O. Box 874
St. Charles, MO 63302",C010067
PortaFab,JHF,"18080 Chesterfield Airport Road
Chesterfield, MO 63005",C020389
Porter Athletic,JHF,"601 Mercury Drive
Champaign, IL 61822",C010068
Porter Auto Body,JHF,"1607 Madison Avenue
Charleston, IL 61920",C014234
Porter Auto Body,JHF,"2116 Lake Land Blvd.
Mattoon, IL 61938",C025447
"Porter International, Inc.",DMB,"131 Zapletal Way 
Division Of Leggett & Platt
Carthage, MO 64836",C010069
Porters's Automotive & Towing,JHF,"2210 Benton Road
Mt. Vernon, IL 62864",C029641
Portland Valve And Fitting Co.,JHF,"815 Southeast Sherman St.
Portland, OR 97214",C010070
Positioning Solutions,JHF,"P.O. Box 496
Niles, MI 49120",C010071
Positive Connection,JHF,"374 Central Avenue
P. O. Box 262
Taneyville, MO 65759",C026798
Positronic Industries,JMF,"601 West Hayward
Mount Vernon, MO 65712",C010072
